sentence_id,author,work,sentence_text,n_candidates,candidate_words,candidate_entity_types,band
s00815,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"Upon the whirl, where sank the ship, The boat spun round and round; And all was still, save that the hill Was telling of the sound.",1,hill,LANDSCAPE,band_1
s00816,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"I moved my lips--the Pilot shrieked And fell down in a fit; The holy Hermit raised his eyes, And prayed where he did sit.",0,,,band_0
s00817,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"I took the oars: the Pilot's boy, Who now doth crazy go, Laughed loud and long, and all the while His eyes went to and fro.",0,,,band_0
s00818,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"quoth he, ""full plain I see, The Devil knows how to row.""",0,,,band_0
s00819,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"And now, all in my own countree, I stood on the firm land!",0,,,band_0
s00820,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"The Hermit stepped forth from the boat, And scarcely he could stand.",0,,,band_0
s00821,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"""O shrieve me, shrieve me, holy man!""",0,,,band_0
s00822,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,The Hermit crossed his brow.,0,,,band_0
s00823,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"""Say quick,"" quoth he, ""I bid thee say--",0,,,band_0
s00824,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"What manner of man art thou?""",0,,,band_0
s00825,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"Forthwith this frame of mine was wrenched With a woeful agony, Which forced me to begin my tale; And then it left me free.",0,,,band_0
s00826,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"Since then, at an uncertain hour, That agony returns; And till my ghastly tale is told, This heart within me burns.",0,,,band_0
s00827,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"I pass, like night, from land to land; I have strange power of speech; That moment that his face I see, I know the man that must hear me: To him my tale I teach.",0,,,band_0
s00828,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,What loud uproar bursts from that door!,0,,,band_0
s00829,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"The wedding-guests are there: But in the garden-bower the bride And bride-maids singing are: And hark the little vesper bell, Which biddeth me to prayer!",0,,,band_0
s00830,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"this soul hath been Alone on a wide wide sea: So lonely 'twas, that God himself Scarce seemed there to be.",1,sea,LANDSCAPE,band_1
s00831,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"O sweeter than the marriage-feast, 'Tis sweeter far to me, To walk together to the kirk With a goodly company!-- To walk together to the kirk, And all together pray, While each to his great Father bends, Old men, and babes, and loving friends, And youths and maidens gay!",1,old man,FLORA,band_1
s00832,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"but this I tell To thee, thou Wedding-Guest!",0,,,band_0
s00833,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"He prayeth well, who loveth well Both man and bird and beast.",2,beast; bird,FAUNA,band_2
s00834,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"He prayeth best, who loveth best All things both great and small; For the dear God who loveth us He made and loveth all.",0,,,band_0
s00835,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"The Mariner, whose eye is bright, Whose beard with age is hoar, Is gone: and now the Wedding-Guest Turned from the bridegroom's door.",0,,,band_0
s00836,Samuel Taylor Coleridge,The Rime of the Ancient Mariner,"He went like one that hath been stunned, And is of sense forlorn: A sadder and a wiser man, He rose the morrow morn.",0,,,band_0
s00837,William Wordsworth,Lines Written a Few Miles above Tintern Abbey,"Five years have passed; five summers, with the length Of five long winters!",0,,,band_0
s00838,William Wordsworth,Lines Written a Few Miles above Tintern Abbey,"and again I hear These waters, rolling from their mountain-springs With a sweet inland murmur.--Once",3,mountain; spring; water,LANDSCAPE,band_3plus
s00839,William Wordsworth,Lines Written a Few Miles above Tintern Abbey,"again Do I behold these steep and lofty cliffs, Which on a wild secluded scene impress Thoughts of more deep seclusion; and connect The landscape with the quiet of the sky.",1,cliff,LANDSCAPE,band_1
s00840,William Wordsworth,Lines Written a Few Miles above Tintern Abbey,"The day is come when I again repose Here, under this dark sycamore, and view These plots of cottage-ground, these orchard-tufts, Which, at this season, with their unripe fruits, Among the woods and copses lose themselves, Nor, with their green and simple hue, disturb The wild green landscape.",2,sycamore; wood,FLORA,band_2
s00841,William Wordsworth,Lines Written a Few Miles above Tintern Abbey,"Once again I see These hedge-rows, hardly hedge-rows, little lines Of sportive wood run wild; these pastoral farms Green to the very door; and wreathes of smoke Sent up, in silence, from among the trees, With some uncertain notice, as might seem, Of vagrant dwellers in the houseless woods, Or of some hermit’s cave, where by his fire The hermit sits alone.",5,cave; run; tree; wood,FLORA; LANDSCAPE,band_3plus
s00842,William Wordsworth,Lines Written a Few Miles above Tintern Abbey,"Though absent long, These forms of beauty have not been to me, As is a landscape to a blind man’s eye: But oft, in lonely rooms, and mid the din Of towns and cities, I have owed to them, In hours of weariness, sensations sweet, Felt in the blood, and felt along the heart, And passing even into my purer mind With tranquil restoration:--feelings too Of unremembered pleasure; such, perhaps, As may have had no trivial influence On that best portion of a good man’s life; His little, nameless, unremembered acts Of kindness and of love.",0,,,band_0
s00843,William Wordsworth,Lines Written a Few Miles above Tintern Abbey,"Nor less, I trust, To them I may have owed another gift, Of aspect more sublime; that blessed mood, In which the burthen of the mystery, In which the heavy and the weary weight Of all this unintelligible world Is lighten’d:--that serene and blessed mood, In which the affections gently lead us on, Until, the breath of this corporeal frame, And even the motion of our human blood Almost suspended, we are laid asleep In body, and become a living soul: While with an eye made quiet by the power Of harmony, and the deep power of joy, We see into the life of things.",0,,,band_0
s00844,William Wordsworth,Lines Written a Few Miles above Tintern Abbey,"If this Be but a vain belief, yet, oh!",0,,,band_0
s00845,William Wordsworth,Lines Written a Few Miles above Tintern Abbey,"how oft, In darkness, and amid the many shapes Of joyless day-light; when the fretful stir Unprofitable, and the fever of the world, Have hung upon the beatings of my heart, How oft, in spirit, have I turned to thee O sylvan Wye!",0,,,band_0
s00846,William Wordsworth,Lines Written a Few Miles above Tintern Abbey,"Thou wanderer through the woods, How often has my spirit turned to thee!",1,wood,FLORA,band_1
s00847,William Wordsworth,Lines Written a Few Miles above Tintern Abbey,"And now, with gleams of half-extinguish’d thought, With many recognitions dim and faint, And somewhat of a sad perplexity, The picture of the mind revives again: While here I stand, not only with the sense Of present pleasure, but with pleasing thoughts That in this moment there is life and food For future years.",0,,,band_0
s00848,William Wordsworth,Lines Written a Few Miles above Tintern Abbey,"And so I dare to hope Though changed, no doubt, from what I was, when first I came among these hills; when like a roe I bounded o’er the mountains, by the sides Of the deep rivers, and the lonely streams, Wherever nature led; more like a man Flying from something that he dreads, than one Who sought the thing he loved.",4,hill; mountain; river; stream,LANDSCAPE,band_3plus
s00849,William Wordsworth,Lines Written a Few Miles above Tintern Abbey,"For nature then (The coarser pleasures of my boyish days, And their glad animal movements all gone by,)",1,animal,FAUNA,band_1
s00850,William Wordsworth,Lines Written a Few Miles above Tintern Abbey,To me was all in all.--I cannot paint What then I was.,0,,,band_0
s00851,William Wordsworth,Lines Written a Few Miles above Tintern Abbey,"The sounding cataract Haunted me like a passion: the tall rock, The mountain, and the deep and gloomy wood, Their colours and their forms, were then to me An appetite: a feeling and a love, That had no need of a remoter charm, By thought supplied, or any interest Unborrowed from the eye.--That time is past, And all its aching joys are now no more, And all its dizzy raptures.",3,cataract; mountain; wood,FLORA; LANDSCAPE,band_3plus
s00852,William Wordsworth,Lines Written a Few Miles above Tintern Abbey,"Not for this Faint I, nor mourn nor murmur: other gifts Have followed, for such loss, I would believe, Abundant recompence.",0,,,band_0
s00853,William Wordsworth,Lines Written a Few Miles above Tintern Abbey,"For I have learned To look on nature, not as in the hour Of thoughtless youth, but hearing oftentimes The still, sad music of humanity, Not harsh nor grating, though of ample power To chasten and subdue.",1,humanity,FAUNA,band_1
s00854,William Wordsworth,Lines Written a Few Miles above Tintern Abbey,"And I have felt A presence that disturbs me with the joy Of elevated thoughts; a sense sublime Of something far more deeply interfused, Whose dwelling is the light of setting suns, And the round ocean, and the living air, And the blue sky, and in the mind of man, A motion and a spirit, that impels All thinking things, all objects of all thought, And rolls through all things.",3,air; ocean; sun,LANDSCAPE; WEATHER,band_3plus
s00855,William Wordsworth,Lines Written a Few Miles above Tintern Abbey,"Therefore am I still A lover of the meadows and the woods, And mountains; and of all that we behold From this green earth; of all the mighty world Of eye and ear, both what they half-create,And what perceive; well pleased to recognize In nature and the language of the sense, The anchor of my purest thoughts, the nurse, The guide, the guardian of my heart, and soul Of all my moral being.",2,mountain; wood,FLORA; LANDSCAPE,band_2
s00856,William Wordsworth,Lines Written a Few Miles above Tintern Abbey,"Nor, perchance, If I were not thus taught, should I the more Suffer my genial spirits to decay: For thou art with me, here, upon the banks Of this fair river; thou, my dearest Friend, My dear, dear Friend, and in thy voice I catch The language of my former heart, and read My former pleasures in the shooting lights Of thy wild eyes.",2,bank; river,LANDSCAPE,band_2
s00857,William Wordsworth,Lines Written a Few Miles above Tintern Abbey,"yet a little while May I behold in thee what I was once, My dear, dear Sister!",0,,,band_0
s00858,William Wordsworth,Lines Written a Few Miles above Tintern Abbey,"And this prayer I make, Knowing that Nature never did betray The heart that loved her; ’tis her privilege, Through all the years of this our life, to lead From joy to joy: for she can so inform The mind that is within us, so impress With quietness and beauty, and so feed With lofty thoughts, that neither evil tongues, Rash judgments, nor the sneers of selfish men, Nor greetings where no kindness is, nor all The dreary intercourse of daily life, Shall e’er prevail against us, or disturb Our chearful faith that all which we behold Is full of blessings.",0,,,band_0
s00859,William Wordsworth,Lines Written a Few Miles above Tintern Abbey,"Therefore let the moon Shine on thee in thy solitary walk; And let the misty mountain winds be free To blow against thee: and in after years, When these wild ecstasies shall be matured Into a sober pleasure, when thy mind Shall be a mansion for all lovely forms, Thy memory be as a dwelling-place For all sweet sounds and harmonies; Oh!",3,moon; mountain; wind,LANDSCAPE; WEATHER,band_3plus
s00860,William Wordsworth,Lines Written a Few Miles above Tintern Abbey,"then, If solitude, or fear, or pain, or grief, Should be thy portion, with what healing thoughts Of tender joy wilt thou remember me, And these my exhortations!",0,,,band_0
s00861,William Wordsworth,Lines Written a Few Miles above Tintern Abbey,"Nor, perchance, If I should be, where I no more can hear Thy voice, nor catch from thy wild eyes these gleams Of past existence, wilt thou then forget That on the banks of this delightful stream We stood together; and that I, so long A worshipper of Nature, hither came, Unwearied in that service: rather say With warmer love, oh!",2,bank; stream,LANDSCAPE,band_2
s00862,William Wordsworth,Lines Written a Few Miles above Tintern Abbey,with far deeper zeal Of holier love.,0,,,band_0
s00863,William Wordsworth,Lines Written a Few Miles above Tintern Abbey,"Nor wilt thou then forget, That after many wanderings, many years Of absence, these steep woods and lofty cliffs, And this green pastoral landscape, were to me More dear, both for themselves, and for thy sake.",2,cliff; wood,FLORA; LANDSCAPE,band_2
s00864,William Wordsworth,Lines Written in Early Spring,"I heard a thousand blended notes, While in a grove I sate reclined, In that sweet mood when pleasant thoughts Bring sad thoughts to the mind.",0,,,band_0
s00865,William Wordsworth,Lines Written in Early Spring,To her fair works did nature link The human soul that through me ran; And much it griev’d my heart to think What man has made of man.,0,,,band_0
s00866,William Wordsworth,Lines Written in Early Spring,"Through primrose-tufts, in that sweet bower, The periwinkle trail’d its wreathes; And ’tis my faith that every flower Enjoys the air it breathes.",4,air; flower; periwinkle; primrose,FAUNA; FLORA; WEATHER,band_3plus
s00867,William Wordsworth,Lines Written in Early Spring,"The birds around me hopp’d and play’d: Their thoughts I cannot measure, But the least motion which they made, It seem’d a thrill of pleasure.",1,bird,FAUNA,band_1
s00868,William Wordsworth,Lines Written in Early Spring,"The budding twigs spread out their fan, To catch the breezy air; And I must think, do all I can, That there was pleasure there.",1,air,WEATHER,band_1
s00869,William Wordsworth,Lines Written in Early Spring,"If I these thoughts may not prevent, If such be of my creed the plan, Have I not reason to lament What man has made of man?",0,,,band_0
s00870,William Wordsworth,The Tables Turned,"my friend, and clear your looks, Why all this toil and trouble?",0,,,band_0
s00871,William Wordsworth,The Tables Turned,"my friend, and quit your books, Or surely you’ll grow double.",0,,,band_0
s00872,William Wordsworth,The Tables Turned,"The sun above the mountain’s head, A freshening lustre mellow, Through all the long green fields has spread, His first sweet evening yellow.",2,mountain; sun,LANDSCAPE; WEATHER,band_2
s00873,William Wordsworth,The Tables Turned,"Books! ’tis a dull and endless strife, Come, hear the woodland linnet, How sweet his music; on my life There’s more of wisdom in it.",1,linnet,FAUNA,band_1
